F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
173.58,-12097.17,6,7.84,-120.76,Europe,4895.4,17.28,Very high,68.07,66.36,-197.38,4101.63,213.51,-6.21,-81.46,1621.92,-2285.34,-2645.66,1329.68,1.56,66.74,8.17,-34.22,1,108.76,-20.6,17866.2,-95.69,4217.01,3,79.79,-0.92,-35.16,117.65
274.41,-9337.44,3,4.72,146.51,UK,4622.92,-9.03,Very low,100.71,53.04,-125,5705.37,-28.26,-8.21,3912.71,2355.12,-2262.64,-1917.82,1172.4,-1.86,230.24,9.64,-32.97,2.62,144.09,-9.36,-8184.54,387.74,5019.3,3,20.1,-0.88,-56.84,-8.93
248.85,-12850.44,2,6.72,-306.37,USA,4391.26,20.34,Medium,68.01,58.11,-188.88,4448.55,-86.43,-8.85,4163.03,1202.8,-307.02,-1496.96,397.56,-23.97,1372.92,1.63,-31.08,0.08,38.14,-9.9,-1413.96,-167.26,3848.85,6,110.21,1.24,-47,113.76
204.21,-6690.52,6,16.1,315.13,Rest,3952.76,20.61,Very low,61.08,53.43,-151.82,6194.46,-49.8,-11.59,7137.12,1607.4,-1235.14,-980.12,677.26,-6.36,-584.18,0.7,-34.14,13.6,89.3,-23.8,9388.44,-619.76,4155,6,61.26,-9.48,-2.18,216
249.81,-8887.08,4,7.12,-524.38,Rest,4580.14,3.81,Very high,81.72,51.21,-188.2,4668.03,75.9,-13.33,854.09,1743.24,-1318.12,-2338.04,835.14,10.59,-569.04,0.94,-30.39,12.2,121.66,-19.2,-903.3,-386.65,3186.78,4,32.41,-12.64,11.66,484.8
177.9,-7672.34,5,5.6,-90.97,USA,4496.6,10.38,High,87.72,51.69,-286.4,1437.39,-178.2,-6.85,3134.63,2169.06,-421.34,-6.28,936.96,-13.68,-12.24,4.93,-28.61,90.78,97.23,-22.14,-4951.02,233.42,4491.15,5,46.46,-9.86,-28.82,62.03
311.97,-9115.91,6,9.82,-698.55,USA,5410.98,21.18,Low,73.92,57.06,-153.3,5986.86,-91.02,-7.83,2955.6,2385,-1635.14,-1484.96,817.98,2.64,-79.44,2.13,-33.78,52.12,136.51,-35.62,6923.73,-321.38,4292.55,4,48.27,-22.62,-88.91,283.56
358.47,-12514.99,4,10.26,-350.32,Europe,5070.68,13.56,Very high,51.81,58.65,-135.02,4255.59,-115.95,-9.97,3761.69,1009.82,-1835.6,-1707.78,711.9,-5.25,-396.44,1.62,-33.61,19.14,133.61,-30.2,-4953.96,-345.67,3793.26,8,39.28,-2.44,-69.72,58.05
803.1,-14219.81,7,7.8,-598.11,Rest,2117.64,14.64,Very low,57.72,73.05,-159.74,5854.53,60.42,-7.14,2143.44,1045.06,-831.46,-2150.82,873.32,20.25,-1571.78,3.25,-28.58,34.82,125.73,-19.62,-1229.4,-654.13,5382.78,6,50.69,2.04,-8.05,154.52
390,-11186.11,4,2.38,-514.64,Europe,3622.12,9.21,Very low,62.37,75.09,-196.76,4893.57,-73.98,-12.67,348.05,1422.26,-1415.66,-3112.02,-42.46,1.89,-175.68,1.24,-20.45,11,134.85,-13.48,9365.04,-455.38,4271.7,5,51.8,-1.6,-56.84,19.43
427.71,-12052.58,6,5.58,-293.8,USA,4130.98,12.33,Very low,68.55,56.52,-192,4903.74,-223.65,-11.14,4323.06,1378.04,-1954.52,-955.94,990.7,7.59,-753.44,3.01,-32.16,0.02,12.67,-24.02,-1167.54,-157.69,2006.31,2,42.79,-2.06,-83.01,202.56
10.59,-11873.72,3,7.9,-592.76,UK,5625.28,12.9,Very high,83.79,62.1,-170.7,5091.63,-23.13,-8.86,4262.96,2103.12,-1534.26,-1638.12,-690.78,-3.06,-1289.46,3.86,-37.41,3.1,102.9,-13.26,-2730.18,-916.68,3212.49,2,92.89,-2.42,-81.38,404.35
294.36,-10858.95,1,4.84,-595.65,Rest,4581.7,17.1,Very low,80.43,64.59,-232.64,2766.09,-166.17,-14.86,1556.78,3173.74,-730.72,-2502.5,-727.84,-2.31,110.6,6.92,-28.82,7.7,237.24,-8.64,4796.01,202.62,4722.84,5,76.37,-5.94,-62,-8.93
612.03,-12432.77,4,7.62,73.61,UK,5651.84,3.24,Very low,75.93,60.66,-284.48,6296.79,-73.11,-14.6,7973.67,2446.54,-1935.7,-1727.36,580.24,-7.68,-735.82,1.48,-29.74,7.46,93.98,-13.28,313.59,-379.12,7214.13,3,37.36,-9.8,-105.74,-8.93
290.97,-7515.05,4,7.5,-210.56,UK,5136.04,4.62,Very low,89.25,52.98,-151.2,2920.44,-68.01,-6.89,2005.08,1758.08,-1713.34,-1793.86,1785.68,-4.17,-321.78,8.8,-14.62,3.02,95.37,-21.16,614.76,-710.43,4829.49,4,30.03,-11.46,-88.45,-8.93
289.71,-12375.93,4,3.56,-211.27,USA,4492.16,9.84,Medium,62.85,59.22,-275.68,4168.2,-7.41,-5.43,8673.31,2001.38,-1314.14,-1272.3,1139.54,-11.58,-553.8,0.97,-26.53,14.2,125.64,-20,-9003.87,-185.76,4716.99,6,1.5,-37.36,-62.15,77.53
308.4,-8072.4,3,5.26,-412.49,Europe,4999,9.27,Medium,51.45,70.11,-68.44,5354.85,-249.45,-8.96,718.32,869.3,-2354.38,-1595.42,1625.02,9.78,-395.9,1.96,-30.99,9.24,138.45,-14.66,5991.06,-7.88,1994.22,5,82.34,-8.52,-123.58,20.96
177.84,-10773.42,3,6.64,-594.5,USA,4321.42,15.33,Medium,55.35,57.66,-227.96,8648.07,17.85,-10.41,5234.23,3211.04,-380.18,-2468.94,1843.52,3.24,-714.98,1.78,-26.26,14.2,-13.94,-22.4,-20451.66,-706.05,4123.86,2,11.64,-5.18,-0.06,251.68
351.81,-12553.95,6,8.3,162.11,Rest,2786.58,16.11,Medium,66.15,72.63,-163.68,4264.92,-145.29,-9.19,3660.8,2659.72,-1437.62,-886.8,547.44,-4.53,-683.66,0.88,-32.91,0,139.77,-20.56,-17150.1,-206.84,3688.08,4,5.49,3.6,-44,685.57
336.99,-16424.94,3,2.4,-522.75,UK,4443.94,32.43,Very high,85.44,66.54,-232.08,5371.71,-111.18,-3.52,4688.07,888.18,-2260.94,-2532.48,986.9,8.37,313.26,2.49,-34.75,0.22,118.51,-29.18,-2826.12,-215.75,2523.21,2,73.42,-2.28,-40.22,579.33
336.81,-9311.94,5,2.28,-423.61,UK,3258.26,7.26,Very high,68.04,66.96,-236.72,4261.98,-111.15,-7.21,-630.91,598.22,-722.04,-342.06,796.08,-0.81,-458.32,3.39,-30.86,13.7,82.4,-23.64,-13660.26,-468.22,3609.42,5,34.21,-2.82,-111.04,271.23
322.62,-9230.56,5,12.3,-497.14,Europe,4722.26,26.82,High,60.03,68.64,-212.96,4772.1,-5.52,-11.06,-2988.28,3290.66,-1661.42,-502.5,675.92,7.32,-242.04,2.47,-31.76,11.66,99.66,-22.98,-4182.6,-400.97,2743.47,5,42.26,-7.76,-100,225.94
533.22,-9053.84,6,17.74,-188.72,Europe,4337.28,10.02,Very low,88.92,69.42,-173.64,1805.64,-73.86,-12.02,-1053.66,2529.9,-377.12,-1475.92,204.18,20.34,390.88,2.89,-29.48,0.08,173.92,-30.18,16907.94,-861.95,3850.95,3,42.73,-3.48,-55.29,63.97
232.11,-11722.96,5,14.16,-372.43,USA,4583.56,3.03,High,58.17,62.46,-304.4,3933.99,-181.38,-9.13,7222.15,1892.64,-2339.52,-1793.94,949.5,2.22,-1058.64,1.92,-34.03,7.56,84.69,-22.08,2716.77,-320.73,4328.88,5,51.16,-9.62,-78.29,101.51
216.42,-10253.28,1,6.88,-157.45,UK,4332.24,4.89,Very high,64.8,68.46,-213.48,4630.92,80.61,-7.56,119.18,1506.56,-1874.64,-2236.3,1542.54,-6.51,-1125.24,2.79,-28.27,19.06,51.59,-23.4,24798.33,-129.42,3923.67,4,10.46,-2.08,-7.2,6.62
387.09,-7659.8,8,14.2,-9.25,UK,3153.8,8.07,Low,30.63,69.93,-144.9,4452.39,-108.66,-9.53,2201.53,2432.46,-963.22,-2537.54,872.92,5.64,-1029.3,3.49,-30.55,0.12,102.89,-23.66,13630.74,-20.19,3676.05,5,61.79,-4.5,-57.94,113.27
568.02,-12202.77,3,12.42,-375.97,Rest,5218.66,13.11,Low,67.74,74.58,-308.88,3689.7,-79.2,-8.88,5850.35,2341.58,-2195.98,-1427.36,76.42,-6.06,-499.82,0.85,-28.16,6.46,95.1,-21.94,4673.01,-535.48,4862.88,3,51.91,4.3,-54.28,308.08
194.7,-5968.16,6,14.58,-596.29,USA,3901.44,15.63,Very high,89.25,67.71,-132,4130.79,46.02,-11.49,1012.48,1486.48,-2416.82,-1971.24,1453.28,-13.83,-1209.3,2.65,-30.38,5.14,96.47,-20.36,-18163.92,-675.19,4209.27,3,14.88,-6.32,-54.15,386.41
376.11,-10977.9,6,4.22,67.03,Rest,6822,26.94,Very high,67.2,56.55,-149.44,4694.4,51.9,-12.15,-5494.55,1445,-854.48,-1727.52,495.9,-17.55,-338.6,14.19,-23.48,8.22,185.69,-19.5,-2367,-440.55,4562.04,3,55.22,-9.76,-35.12,193.35
381.15,-10913.32,4,6.92,-330.57,Rest,4177.54,12.51,Very high,62.28,52.65,-214.4,5346.42,-8.37,-11.08,1772.66,1924.04,-2226.6,-1645.2,-138.94,-0.12,-1308.44,2.11,-30.35,18.98,91.48,9.6,-2620.2,-1001.07,5078.58,8,44.39,-7.1,-26.68,142.24
339.06,-7844.33,7,3.22,90.71,UK,4387.18,10.68,Medium,85.77,61.56,-193.18,6860.07,-89.31,-11.57,1667.89,1450.24,-1197.32,-2569.2,839.18,7.11,121.48,5.06,-31.88,2.2,157.03,-28.8,-4245.54,-456.42,4379.22,1,39.81,-5.32,-57.53,434.26
251.07,-6566.99,3,5.9,-616.53,UK,4317.28,28.56,Very low,55.38,42.36,-147.36,5628.15,-61.05,-9.61,-25.24,1955.16,-1639.54,-1841.96,382.36,5.43,-76.92,0.62,-35.4,55.84,68.74,-18.96,-18974.64,126.07,4665.57,4,47.97,-1.46,-42.23,400.27
559.29,-9508.73,7,1.74,-343.48,USA,4392.44,24,Medium,65.4,69.66,-313.22,5905.41,-308.25,-10.23,3356.81,2278.7,-1238.04,-1891.82,431.38,-6.21,188.44,6.09,-30.32,1.06,134.44,-24.02,2373.99,-550.6,4306.77,9,42.21,9.38,-45.51,24.33
327.48,-6719.61,0,1.6,143.06,Rest,4721.54,14.22,High,68.34,72.81,-142.74,5195.64,-10.23,-9.51,1749.39,1473.8,-1265.54,-1177.22,1485.46,-12.75,-1761.92,0.67,-23.93,0.1,106.33,-12.04,-22824.33,-431.54,2287.38,3,60.64,-26.04,-33.25,281.48
374.1,-8963.07,4,4.62,-225.18,USA,5639.62,23.7,High,51.99,64.17,-56.76,7125.15,81.09,-8.69,310.85,2209.84,-1305.6,-2119.26,729.38,2.64,-957.28,6.63,-29.75,6.02,136.22,-28.1,-1994.1,-107.44,4899.78,6,59.27,-2.38,13.7,79.89
140.13,-12309.88,2,4.98,-769.95,UK,4408.94,14.85,Low,72.72,60.96,-142.58,5156.97,-56.01,-10.01,1217.54,2682.66,-993.88,-1834.36,1969.54,-3.12,173.2,4.83,-34.25,1.86,71.25,-23.92,108.93,-444.5,2758.92,7,37.98,-13.08,-91.2,-8.93
349.17,-9782.83,9,1.34,-380.94,Europe,4575.8,22.14,Low,71.16,63.63,-120.1,5311.56,15.87,-11.56,-1088.38,2817.1,-1600.66,-1728.14,108.36,11.58,438.46,0.19,-27.42,0.42,117.34,-32.54,-3615.6,38.12,2460.18,4,0.39,-4.26,-53.6,345.86
959.7,-10593.05,1,14.38,217.09,UK,5067.94,10.71,Medium,65.94,77.1,-248.62,3893.1,-132.93,-8.49,2936.96,1744,-735.3,-2967.14,1512.9,-0.27,232.18,2.67,-29.01,7.92,121.79,-21.68,-23187.72,-134.73,4176.36,1,43.27,-4.52,-19.23,175.83
471.72,-11999.59,3,11.34,-257.45,Europe,4380.92,14.31,Medium,75.93,61.11,-262.6,5000.37,-103.32,-4.97,3711.02,2709.38,-1475.4,-284.9,610.7,21.18,-708.36,2.41,-31.23,1.1,23.12,-24.46,-3736.17,-837.91,3147.3,6,40.17,24.48,2.57,18.94
481.44,-9506.36,2,19.3,176.21,UK,4739.36,12.57,High,68.64,88.41,-194.2,6304.71,-131.31,-1.29,4751.51,1867.5,-1764.18,-860.88,1529.9,1.71,-930.54,2.05,-24.11,34.74,184.83,-16.48,6077.25,-761.36,3388.62,1,26.46,13.58,-37.49,397.74
133.98,-9320.36,4,8.88,-396.3,UK,5352.52,30.87,Low,99.63,80.34,-177.62,4442.19,156.69,-8.64,4629.31,2306.1,-932.8,-1760.54,647.82,1.83,406.76,8.8,-31.27,2.04,128.29,-15.1,-13875.06,-218.24,4671.21,6,35.6,-2.02,-59.79,-8.93
298.47,-7907.51,4,10.78,496.5,UK,6691.04,5.4,Very high,72.27,67.47,-186.42,4838.91,-117.06,-8.37,5317.72,1377.52,-1487.34,-1664.1,587.46,-22.74,-228.48,7.46,-29.53,0.98,95.27,-22.72,17371.35,-352.51,5224.71,2,68.96,-4.48,-60.43,-8.93
316.32,-10199.16,8,8.7,-112.43,Rest,4668.14,-3.81,Medium,72.84,58.56,-254.06,4650.99,-110.43,-10.08,4949.55,2461.12,-1289.74,-3653.76,1635.62,-0.81,-580.5,5.37,-27.87,16.36,80.02,-25.76,14124.09,-684.93,4949.22,3,39.95,-8.64,-32.31,48.69
247.35,-9685.93,4,21.58,422.6,Europe,4776.82,19.56,Very low,67.14,57.96,-145.14,6012.75,-44.94,-7.86,4631.99,2249.92,-1139.06,-2060.04,422,-4.17,-602.6,1.18,-25.42,8.02,120.49,-44.06,-9197.94,-887.75,4219.14,7,11.93,-2.58,-59.24,6.74
405.27,-14604.82,4,8.74,207.03,USA,4841.36,7.62,Very low,80.79,58.71,-231.16,4265.34,1.47,-11.97,3639.47,2115.76,-1867.64,-1275.86,636.28,11.49,690.32,5.13,-30.89,2.54,247.79,-24.3,3953.94,-472.89,1822.05,2,8.98,3.14,-96.15,11.61
247.89,-12779.41,6,2.48,-85.03,UK,4789.2,15.18,Very low,80.88,70.53,-144.26,5029.5,-25.05,-4.67,5156.8,2031.76,-1508.32,-3132.04,1824.64,5.07,-1604.28,3.88,-28.87,5.5,107.73,-13.64,-20945.7,-434.29,6302.97,3,93.75,2.82,-58.08,213.97
321.99,-10274.62,7,5.24,123.67,Rest,3176.78,8.97,Very high,53.31,86.76,-86.64,6016.8,-56.19,-14.86,2716.4,1677.54,-903.92,-2770.72,-166.98,-7.47,-286.38,3.33,-22.15,2,48.15,-35.72,11978.76,-93.14,6338.16,6,76.83,4.36,-58.89,450.23
375.72,-9577.7,3,3.62,-113.53,Europe,3398.1,8.7,Very high,73.17,32.88,-157.78,3470.25,-60.06,-8.49,625.28,1507.38,-2334.94,-1335.16,1025.24,22.32,-294.36,2.66,-34.68,59.76,167.31,-22.96,-22270.38,-325.92,4303.65,1,44.69,-1.38,-75.86,172.46
594.54,-17000.01,3,2.14,-234.24,USA,4006.76,12.36,Very low,60.51,69,-224.5,4427.22,12.3,-8.24,2371.55,2497.68,-2041.02,-1959.82,171.66,2.88,-97.32,7.84,-31.72,0.6,118.21,-19.72,-16229.64,-282.8,4252.17,2,11.95,3.98,-64.14,-8.93
313.83,-12193.53,2,11.58,-386.11,UK,4447.58,7.44,High,67.05,51.09,-225.84,3510.99,125.67,-9.47,7814.53,1234.08,-1842.42,-684.98,1183.22,1.23,-510.24,4.92,-29.95,0.14,117.94,-24.92,4043.67,-775.38,5660.31,2,27.61,7.62,-37.02,-8.93
395.22,-7877.64,2,15.48,-58.44,USA,5058.08,24.75,High,66.6,63,-30.9,4606.62,-252.36,-12.75,3941.54,2154.08,-1642.2,-2505.54,1243.46,9.93,633.64,2.17,-36.96,0.26,19.82,-54.6,10584.63,-77.14,4134.09,4,21.19,-20.56,-75.95,236.69
481.11,-15552.32,0,19.82,379.7,USA,4463.66,21.39,Low,66.51,66.27,-274.52,3717.54,-155.04,-4.2,-2384.71,1852.98,-1312.28,-1710.76,-70,3.24,437.04,2.23,-29.89,12.9,114.02,-26.34,-446.4,340.53,3821.07,2,67.95,14.08,-39.81,211.87
300.21,-9002.71,2,5.02,-33.27,Rest,4565.98,25.53,Medium,70.02,69.18,-281.84,4916.82,-86.79,-10.29,3948.84,1500.82,-2115.9,-738.5,816.92,8.58,-955.84,5.48,-26.89,0.36,137.26,-28.9,-28975.68,-467.06,5045.67,3,10.93,-4.9,-57.75,161.35
263.85,-11062.43,6,15.86,-539.81,Rest,5204.82,12.66,Very high,65.55,71.31,-242.78,5487.81,-122.16,-9.3,2039.71,1962.58,-2256.62,-3143.46,-637.06,-10.47,-1388.98,2.68,-29.3,0.12,123.28,-24.28,-2322.15,-240.69,2574.6,2,68.02,-17.14,-14.67,730
277.62,-8579.94,6,20.76,-793.37,USA,4421.2,5.91,Low,72.15,62.58,-137.74,2486.76,-132.21,-11.89,-1557.28,1329.68,-1184.14,-2209.34,520.78,9.06,-154.66,9.42,-32.56,5.56,47.29,-28.72,-24601.05,-351.82,6600.39,7,84.74,-12.7,-56.27,-8.93
283.68,-6289.67,3,25.88,-502.24,Europe,4757.24,18.87,Very high,61.56,67.38,-105.9,5001.96,61.74,-7.8,-812.37,2018.94,-1521.96,-2029.4,2137.6,-4.83,-449.44,2.45,-36.12,34.14,170.41,-20.14,16791.9,-359.31,3922.68,0,52.76,-5.44,-55.2,277.11
317.67,-10918.35,4,4.14,33.74,Rest,5019.18,19.32,Low,78.63,54.42,-191.04,4643.64,65.52,-6.62,1185.03,926.32,-1011.34,-2332.28,430.98,25.77,-1097.06,7.25,-29.59,2.72,196.75,-24,-13197.06,-475.22,4884.42,5,37.56,-6.52,-16.04,-8.93
304.29,-9824.86,3,9.86,298.29,Europe,4912.76,23.73,High,62.16,63.15,-215.18,4842.51,87.18,-16.22,3718.5,1610.5,-2330.1,-1587.44,2494.22,14.04,-199.12,4.25,-29.91,0,63.97,-23.04,-3119.16,-263.64,2814.09,2,39.78,-0.9,-82.17,151.13
313.53,-9483.38,2,4.24,-529.46,UK,4785,7.35,Very high,90,62.64,-127.92,4404.06,-233.58,-5.72,4731.95,1745.64,-2030.82,-1609.24,382.26,0.93,-1987.16,1.2,-22.47,3.44,136.87,-27.28,-28141.11,-687.41,3923.01,4,48.77,-7.74,-2.2,213.24
251.13,-8297.74,6,0.6,-688.17,UK,4374.8,1.29,Medium,90.36,58.05,-169.3,3695.04,-90.06,-4.48,2381.6,1107.78,-2085.7,-1320.12,537.84,26.4,-464.58,3.69,-18.83,34.68,107.29,-13.6,2826.48,-201.5,831.66,5,79.35,-3.36,-61.7,-8.93
322.05,-14934,5,3.78,-347.69,USA,3616.14,7.65,Very high,60.87,57.03,-239.7,3547.23,-19.17,-9.21,456.87,2935.12,-1421.72,-1403.2,1042.14,-1.98,439.4,1.14,-29.54,1.1,117.84,-22.4,28989.51,-521.71,3153.03,6,15.35,-10.08,-18.04,269.64
362.07,-8757.2,3,7.2,189.86,USA,3972.18,33.27,Low,63.21,66.21,-98.2,3350.82,-256.62,-7.9,-2340.48,1730.56,-911.3,-1741.74,1423.26,10.53,-206.84,2.75,-29.53,3.98,104.6,-13.36,5980.08,-459.05,4683.93,7,-22.08,-4.38,-22.68,168.25
371.07,-8553.95,3,5.44,43.02,Europe,4164.58,15.57,High,52.86,63.6,-245.86,2450.97,-52.59,-10.65,1341.52,1800.76,-1303.44,-1855.76,1670.82,-10.92,-195.58,1.37,-33.55,23.28,50.97,-30.44,1068.06,227.71,4669.74,6,29.35,-11.8,-51.09,67.81
223.38,-15922.89,2,11.98,-167.17,UK,4197.5,12.06,High,43.14,70.74,-127.48,3320.31,-138.09,-11.58,5680.16,2440.2,-1767.42,-1709.32,1405.08,-14.52,106.68,1.77,-38.1,11.98,104.74,-15.36,-9526.14,-260.23,4092.3,3,74.16,0.72,-42.91,337.48
312.18,-14538.67,5,3.62,-836.47,UK,4427.94,9.93,High,64.83,63.69,-128.54,4823.79,-61.14,-8.24,1455.69,1505.22,-1265.58,-1996.02,556.76,19.5,-575.74,7,-27.15,0.6,101.8,-31.88,-6686.91,-76.63,6445.65,4,35.3,-0.14,-9.24,43.95
339.21,-6533.97,3,11.16,-215.63,UK,3025.58,5.61,Medium,67.08,62.28,-94.94,3210.3,-184.5,-8.64,-5245.42,2413.94,-2010.64,-1967.04,-163.12,15.54,-445.04,2.54,-26.36,239.8,78.66,-15.6,12195.6,-366.41,-3215.73,3,75.44,-2.62,-8.39,119.27
289.68,-8867.93,2,11.26,-429.36,Rest,3889.22,6.66,Very high,66.78,44.61,-318.26,5597.73,-73.68,-5.58,444.83,1644.3,-2347.32,-1283.46,704.74,-10.05,92.34,0.87,-28.85,0.34,47.59,-24,-4532.28,-231.27,5023.17,2,15.71,-3.42,-21.3,579.31
516.42,-1828.01,5,3.66,-167.03,USA,4721.34,22.05,Very low,69.99,59.76,-138.98,2997.33,-167.13,-9.75,-765.52,3172.8,-1938,-2428,2095.84,-0.78,-702.3,0.6,-28.21,153.36,73.81,-32.76,21838.56,-244.01,5388.39,3,60.02,-10.4,-36.35,281.79
263.16,-10980.3,4,1.74,-347.75,USA,5476.88,19.8,High,106.05,61.26,-284.06,3863.91,-8.01,-8.47,3657.19,1414.12,-683.04,-1709.8,484.48,20.94,-1091.34,4.6,-39.58,7.24,129.61,-18.16,2302.5,-241.88,3646.05,4,44.09,-10.4,-118.55,202.91
221.1,-6641.12,4,1.12,-547.95,USA,3355.66,27.42,High,71.19,65.73,-141.96,4015.02,-68.85,-13.68,64.15,2724.32,-1186.54,-2670.46,1234.44,14.64,-92.38,11.82,-29.06,0.2,362.38,-3.76,-13147.92,-191.01,4659.81,6,59.05,-3.12,-42.82,-8.93
340.92,-7990.47,1,4.1,152.53,Europe,2909.36,31.95,Very high,69,42.27,-230.42,6424.65,-62.67,-9.31,-1428.35,1860.28,-1837.3,-1515.08,-19.08,3.15,-364.42,0.73,-26.59,60.1,123.32,-23.68,1030.86,37.37,4797.09,11,41.5,5.16,-76.22,49.61
287.19,-10672.13,5,4.58,67.72,UK,3930.5,19.86,Very high,80.7,38.28,-86.26,4164.9,-66.45,-15,837.45,2612.88,-2640.18,-1182.48,2448.18,0.15,-141.18,5.58,-32.67,0.1,-52.72,-23.24,-11637.81,-312.35,3998.19,5,29.15,-11.16,-21.88,351.42
260.61,-7522.52,3,22.78,403.73,Europe,3194.9,19.65,Medium,76.38,64.02,-314.52,4338.72,-5.07,-9.99,-2143.06,2414.74,-1975.58,-2515.24,623.58,-5.46,-435.68,5.3,-31.37,0.4,163.43,-39.94,3182.13,-76.49,3568.8,2,16.8,-1.62,-42.69,76.94
311.52,-12612.93,5,5.36,-272.23,Europe,6233.28,15,High,59.73,49.29,-157.38,4226.4,-26.4,-5.31,9289.9,2535.52,-836.08,-2677.78,639.7,-4.44,-620.56,2.84,-32.5,1.96,188.9,-24.38,-3363.48,-188.08,4276.62,6,100.35,-8.96,-0.22,60.92
339.42,-11046.06,5,5.22,-785.82,USA,3653.4,7.05,Low,68.07,67.02,-179.52,4460.76,69,-9.02,2543,2680.88,-1256.5,-1651.66,-237.68,-13.92,384.88,6.2,-28.68,0.2,125.37,-16.98,-5901.6,-352.41,7635.84,5,94.58,-2.12,-89.48,-8.93
230.4,-4484.55,3,5.12,-151.63,UK,5929.68,8.46,Very low,75.06,58.11,-246.92,2441.16,-94.89,-8.46,6407.14,1472.12,-780.84,-1651.88,759.52,9,-703.9,2.64,-28.09,0.02,118.26,-8.8,-335.1,-271.57,4353.57,6,-23.71,3.86,-59.84,-8.93
338.34,-12874.19,6,4.6,-102.03,UK,4923.06,22.68,High,70.11,72.03,-167.32,5159.76,-41.94,-10.12,9204.37,2595.72,-1550.1,-1921.84,916.28,-7.74,-363.18,8.56,-30.11,1.64,158.47,-21.56,-11531.88,-392.4,4676.82,5,36.2,-4.52,11.14,38.74
240.69,-10115.03,4,7.06,-471.8,Europe,4088.56,0.99,Medium,71.04,59.76,-236.8,3686.07,-6.9,-8.83,6555.92,1632.04,-2256.52,-1630.62,1370.3,-24.24,237.48,1.79,-35.94,3.36,47.47,-29.78,-18134.85,-332.77,5125.44,2,43.29,-3.72,-63.15,50.67
263.19,-11528.23,1,6.16,-326.59,Europe,4392.16,3.69,High,67.26,69.42,-219.54,4762.11,19.11,-8.09,-250.14,2191.26,-841.72,-1561.98,747.74,-29.82,-83.14,5.08,-16.22,1390.86,129.19,-26.5,-4945.77,-718.23,4848.93,7,78.85,-2.28,-32.11,-8.93
298.68,-9329.15,7,8.62,-145.6,Europe,4700.16,12.42,High,70.47,68.88,-246.46,3858.66,-155.55,-11.8,3756.58,3254.28,-1984.62,-1440.96,1378.5,-6.75,-2369.04,1.33,-29.26,12.5,87.79,-28.22,-6510.9,64.41,3063.42,2,72.09,-9.6,-72.46,275.5
295.86,-13910.01,4,8.54,821.22,Rest,4021.54,3.72,Low,61.53,70.05,-157.9,1254.48,-130.41,-10.63,1084.67,2563.82,-1865.26,-1664.14,1430.7,1.83,422.96,7.29,-36.58,13.26,74.91,-6.96,46169.37,85.21,6286.56,5,106.14,-5.92,-28.48,-8.93
304.59,-10569.4,4,7.42,-419.68,Rest,3137.5,26.49,Very high,67.53,51.12,-142.24,4132.95,-2.4,-4.91,-3700.43,2993.98,-1435.56,-1580.92,1712.6,-5.34,-1618.4,2.2,-32.86,13.16,130.86,-19.46,-3424.35,-456.3,5179.41,1,34.83,-5.02,-59.84,749.54
337.38,-14370.7,4,4.06,-100.49,UK,4509.52,7.53,High,56.31,31.86,-145.52,4583.94,-48.81,-3.12,5048.57,2524.14,-1735.12,-1602.56,1138.72,-30.84,-479.68,3.44,-23.5,36.46,141.1,-30.08,-2213.73,-523.95,5389.5,1,38.78,12.82,-30.85,420.59
344.31,-9326.8,3,5.6,37.66,Europe,4373.44,30.99,Very low,77.16,67.5,-191.68,4664.43,-163.41,-6.83,2691.92,1647.9,-1997.5,-2503.42,688.94,9.03,-8.46,2.56,-28.75,625.3,195.15,-43.64,-5476.41,-471.52,5747.19,6,41.58,12.8,-52.85,47.34
432.81,-10378.62,8,5.76,-253.57,Europe,4356.32,11.4,Medium,62.64,84.9,-322,5772.9,50.7,-4.37,4259.99,2316.04,-1468.88,-3249.54,-162.28,-13.62,-1157.6,2.75,-24.06,3.16,165.54,-31.78,-1603.53,-542.1,5633.64,3,9.83,0.32,3.6,181.97
358.77,-13413.6,4,29.2,159.46,UK,5211.44,12.57,Low,71.04,52.11,-215.86,4292.25,-51.63,-12.66,3494.76,1819.56,-1829.68,-2035.38,1805.3,10.5,-932.28,3.62,-24.71,13.32,143.69,-12.72,-4316.52,-1082.32,6515.79,7,26.24,5.86,-50.07,-8.93
617.55,-6675.78,3,3.12,-196.51,USA,6734.7,17.58,High,67.44,74.4,-233.8,5777.01,-103.26,-12.55,-306.78,2686.76,-1009.6,-1165.92,747.8,0.33,-22.12,5.89,-29.68,1.8,169.15,-22.16,3273.66,-257.55,4292.88,6,88.69,0.12,-48.52,-8.93
264,-7879,5,6.96,-448.19,Rest,5189.5,12.03,Medium,68.31,68.22,-238,2159.31,-36.15,-6.27,1487.32,1584.94,-2202.04,-2068.46,702.72,9.54,-398.6,2.07,-28.56,1.34,169.27,-19.68,3011.04,-366.26,5020.2,2,47.64,-6.42,-53.47,608.01
