F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
6336.86,1,3702.62,-10.486,12.0675,1,11.7903,-14.106,1.72,-1679.98,4510.73,-7.6352,12.48825,-54.98,-3265.28,-89236.046,-9.6789,6549.04,3.6408,,True
8400.14,1,3941.78,-9.741,11.4609,1,12.4197,-13.0371,1.72,-1448.66,3861.93,-11.526,25.23,-36.5035,-3100.238,-89253.118,-8.6568,7008,14.337,,False
9143.06,1,3895.11,-10.674,16.02,0,12.1734,-11.4633,0.72,-1534.21,3776.36,-10.268,14.763,-76.54,185.1,-89264.7,-7.2408,6016.24,1.88454,,True
8343.86,1,4105.88,-8.8244,9.35595,1,17.496,-21.453,1.72,-1526.81,4122.93,-8.8526,18.039,-91.68,-3154.64,-89267.64,-7.26579,6815.7,3.1383,32.66,True
8703.46,1,4217.58,-9.0634,15.117,1,12.5847,-13.713,1.72,-1453.03,3987.13,-8.5218,17.007,-37.616,-2746.3,-89255.912,-16.176,6953.58,3.2934,29.38,False
8217.86,1,4011.48,-10.384,10.6146,1,12.5643,-16.023,1.72,-1459.55,7280.93,-7.4578,19.398,-42.333,-3098.848,-89239.84,-8.5596,6882.7,3.321,,True
8790.46,1,5104.78,-8.6662,11.0196,1,11.6529,-13.809,1.72,-1649.58,3855.63,-11.152,15.327,-36.3188,-2497.9,-89261.64,-7.17228,5625.24,2.4543,,True
8367.6,1,3878.8,-11.012,9.39654,0,14.022,-11.2113,1.72,-2445.58,6467.93,-7.4308,18.651,-37.075,-3099.088,-89221.024,-18.522,6346.64,7.101,32.12,True
8633.58,1,3780.01,-9.7552,11.784,0,12.8526,-13.5603,1.72,-1507.13,3791.44,-8.8362,16.632,-49.19,-3042.36,-89238.482,-8.5518,6649.4,5.43,,False
9984.86,0,3804.641,-17.036,11.4753,0,16.833,-15.498,0.72,-1550.55,3758.93,-9.234,13.317,-46.91,-3060.62,-89298.96,-17.52,6537.84,12.231,,True
8683.66,0,3728.11,-11.97,9.268434,1,12.3441,-11.8524,0.72,-1393.69,3240.43,-7.9908,17.706,-44.987,-3059.8,-89136.3,-7.8141,5999.44,6.282,34.04,True
8390.96,1,3625.28,-9.5852,10.5561,1,14.445,-11.475,0.72,-1882.88,3978.53,-8.4418,16.842,-44.667,-3188.26,-90056.1,-7.17978,7185.44,4.4247,,True
8539.76,1,3931.98,-10.836,10.4514,0,10.45437,-12.2097,1.72,-1774.28,4010.53,-9.41,15.447,-38.188,-2938.68,-89220.914,-7.21578,235.04,3.7002,30.1,True
11990.86,1,4271.68,-9.023,11.5107,1,11.2293,-12.1368,1.72,-1705.08,3922.03,-9.1326,12.5784,-55.94,-2995.36,-89312.8,-17.073,4819.04,6.411,,True
8495.58,0,3777.47,-13.772,11.4783,0,14.133,-11.2614,1.72,-2141.98,3915.13,-8.7796,13.7382,-43.474,-3131.66,-89270.96,-11.43,6910,4.5486,,False
8999.46,0,4021.48,-9.1742,9.38598,0,15.153,-11.2773,1.72,-2167.78,4562.33,-7.4672,14.9466,-45.336,-2473.1,-89292.52,-8.0898,6417.84,2.4834,,True
7744.66,0,3860.46,-12.272,9.9717,1,11.256,-15.777,1.72,-1436.17,3778.97,-15.876,13.2582,-74.22,-2945.78,-87896.9,-7.6902,5040.64,2.5941,28.8,False
8855.46,1,4522.98,-8.8618,10.6092,0,11.4186,-10.97997,0.72,-3368.68,3962.13,-9.67,14.3073,-38.76,-2997.82,-89235.14,-7.39704,5501.24,5.664,,True
8988.46,0,4429.08,-9.242,11.8236,1,13.437,-11.1156,0.72,-2445.98,8872.93,-7.33766,13.7463,-36.3991,-1597.5,-89187.98,-7.26054,6219.64,2.0862,29.82,True
9212.06,1,2283.78,-8.6085,9.43896,1,11.4369,-10.85025,0.72,-1962.58,3437.23,-7.9028,14.6781,-47.12,-3052.54,-89223.306,-7.27716,7269.04,7.686,24,False
10666.86,0,3845.01,-9.164,10.8528,1,12.1755,-12.9936,0.72,-1438.6,3773.8,-10.846,12.4917,-48.97,-2961.96,-89222.014,-7.26513,6653.88,3.3261,,False
10342.86,1,3895.32,-12.628,12.0453,1,10.7055,-16.914,1.72,-1435.33,3889.93,-8.6808,12.6843,-37.323,-3029.92,-89231.262,-7.4415,731.04,10.599,,False
8302.84,0,3839.82,-13.178,9.41856,1,10.43574,-11.265,0.72,-2344.98,5380.93,-7.6566,15.0954,-38.16,-3046.36,-89258.64,-9.978,7836.04,2.2539,28.54,False
8850.86,1,4033.58,-9.2508,9.44955,1,10.9842,-14.4,0.72,-1474.257,4286.03,-7.6864,14.4039,-48.09,-2751.3,-89362.7,-7.8981,6039.84,2.9226,,False
8813.06,1,3018.18,-8.7528,10.3899,0,18.225,-11.4189,0.72,-1358.48,3304.03,-8.046,15.96,-45.969,-2631.1,-89294.94,-12.954,6635.64,2.1831,,True
10098.06,0,3701.93,-11.442,9.3552,0,17.658,-17.319,0.72,-1475.128,3656.57,-10.65,13.0368,-41.095,-3047.3,-89289.12,-7.4748,6880.12,4.2615,,False
8374.66,0,3730.49,-9.7938,10.389,0,14.535,-20.625,1.72,-1459.04,4077.93,-7.6702,16.434,-43.647,-3115.614,-89267.4,-15.375,7056.44,6.792,30.32,False
8684.66,0,3640.08,-9.7528,9.42261,0,15.075,-11.8323,0.72,-1963.48,3717.87,-9.644,14.9391,-44.533,-3116.574,-89435.02,-7.1400106,6294.24,3.0984,32.6,True
8495.04,1,3911.78,-12.216,12.192,0,12.4824,-15.768,1.72,-1618.38,4014.73,-10.24,13.806,-46.94,-2818.7,-89228.476,-9.4263,5980.64,2.8419,37.48,True
8541.92,1,3275.48,-8.9202,9.6987,0,10.7973,-10.83387,0.72,-5270.68,3755.11,-11.532,19.314,-46.95,-3118.838,-89219.546,-7.632,6128.24,6.648,,True
8720.66,1,3772.52,-14.72,12.597,0,19.473,-18.726,1.72,-1464.48,3425.73,-7.9014,14.6784,-37.666,-3047.4,-89241.204,-8.5041,6659.92,3.9954,,False
8593.22,0,4142.28,-9.1788,10.3833,1,15.204,-12.1344,1.72,-1339.98,3884.23,-8.327,18.087,-37.703,-2214.7,-89261.46,-7.5873,6423.24,2.2686,29.92,False
7889.46,1,3845.58,-14.764,11.0253,1,14.397,-12.2121,0.72,-1256.28,6234.93,-7.34796,13.3497,-36.10408,-2961.16,-89368.1,-7.785,6305.44,3.3339,,False
8345.7,0,3709.11,-10.17,10.9584,0,13.389,-16.968,0.72,-1540.95,3801.92,-9.64,15.0495,-39.164,-3158.64,-89276.52,-8.169,6388.64,5.004,,True
8725.66,1,4076.98,-9.4598,13.047,1,11.2623,-13.3377,1.72,-1647.78,4177.73,-8.2286,16.149,-42.414,-2811.5,-89228.524,-7.3467,5264.44,3.3723,35.6,True
10178.66,0,3618.88,-9.8724,12.294,1,11.0673,-17.055,1.72,-1562.12,3622.83,-8.8132,13.002,-43.258,-3045.82,-88845.9,-7.24824,4379.04,3.4812,31.56,True
8519.56,1,3471.48,-8.72,10.0713,0,13.146,-10.84947,1.72,-3288.68,4043.73,-8.1124,16.344,-74.02,-3102.242,-89199.44,-7.33698,7066.04,4.2429,32.58,True
8204.46,0,3139.48,-9.0528,11.3412,0,12.555,-11.7312,0.72,-1892.48,3832.6,-10.058,17.958,-56.78,-3878.9,-89288.24,-9.2985,7335.64,2.562,,False
8459.542,1,4005.78,-9.1122,9.36765,1,10.6569,-12.6288,1.72,-1639.98,3951.23,-9.1176,24.351,-60.95,-3020.7,-89202.18,-22.515,4047.04,3.5601,,False
8685.06,0,3806.805,-11.276,11.9133,1,14.4,-21.861,0.72,-1495.43,3768.47,-7.8552,20.121,-56.49,-458.9,-89244.004,-7.7655,6745.58,1.87488,,True
7951.06,1,3790.691,-13.908,9.35919,0,10.8039,-14.307,0.72,-1493.414,3905.83,-8.0784,13.3863,-44.325,-3240.36,-89207.86,-7.17927,3533.04,2.3703,,True
8737.06,0,3596.58,-8.868,9.7032,1,10.9542,-12.0591,1.72,-1830.48,4871.93,-7.5252,14.3049,-39.373,-3087.884,-89372.72,-7.8393,8802.24,4.4571,,True
8306.28,1,3954.28,-9.3046,10.8588,1,11.337,-12.7164,0.72,-1689.08,3979.93,-9.864,16.533,-47.37,-3219.42,-89338.64,-11.163,6771.08,2.1084,,True
8249.06,0,3917.58,-9.2246,15.348,0,11.3904,-11.9802,0.72,-1476.915,4008.13,-8.673,17.82,-39.677,-3123.98,-89218.532,-8.0571,5504.24,8.007,33.68,True
8402.94,0,5158.78,-8.64944,12.474,1,12.2922,-22.719,0.72,-1486.258,3908.93,-9.968,20.076,-47.35,-3010.32,-89214.5,-8.8218,5994.04,3.7179,,True
8610.52,0,3632.28,-8.809,10.2681,0,11.3304,-13.932,1.72,-1451.16,3722.61,-8.0084,17.844,-37.807,-3006.42,-89189.36,-15.678,6626.84,4.2774,,False
11252.86,0,3746.44,-13.292,9.8358,0,17.538,-17.661,0.72,-1538.58,3650.56,-7.36448,12.6621,-45.842,-3094.52,-89244.222,-7.2327,6907.42,7.65,,False
8705.26,1,3754.06,-12.188,11.2689,0,10.7508,-11.3793,1.72,-2019.58,3686.56,-8.5946,16.254,-41.492,-3073.46,-89383.42,-10.557,3699.04,5.88,,True
7726.86,0,3771.29,-15.706,13.215,1,18.228,-13.6791,1.72,-1471.88,3692.36,-8.9998,12.52242,-46.68,-3120.418,-88963.1,-7.5531,6642.04,9.399,31.02,False
8787.66,0,3167.98,-8.742,11.1435,1,12.1176,-16.413,0.72,-1567.18,3604.53,-8.421,18.018,-42.358,-3023.56,-89197.4,-7.33635,6035.44,5.724,34.22,True
9601.06,0,3859.37,-14.018,9.5952,0,10.7328,-10.9995,0.72,-1048.18,3766.48,-13.358,13.3677,-41.712,-2549.7,-89358.58,-7.143411,2163.04,2.94,,True
7212.06,1,3785.78,-14.538,10.6524,1,11.652,-11.3112,0.72,-1624.08,3895.83,-7.8656,12.53691,-39.968,-3113,-89237.31,-7.9767,5516.04,11.046,,True
8433.308,0,3766.58,-15.456,11.1666,1,17.085,-15.501,1.72,-1570.9,3781.44,-8.1906,20.388,-37.268,-3172.22,-91235.1,-8.8791,6549.84,4.77,33.36,True
9013.26,0,3701.81,-10.51,10.8489,1,11.8509,-16.464,0.72,-1501.8,3021.83,-7.7138,15.513,-48.1,-2818.5,-89001.7,-8.4624,5490.64,2.919,,True
8634.7,0,3717.87,-11.958,14.961,1,10.8186,-11.3229,1.72,-1797.18,3588.73,-7.5682,18.459,-53.94,-3005.36,-89344.78,-9.6612,9115.04,2.3364,,True
8622.12,1,3842.34,-11.792,9.5619,1,11.4999,-11.2773,0.72,-1365.08,3757.66,-13.02,18.48,-47.6,-2973.08,-89280.16,-7.147149,5865.44,5.229,28.62,False
8514.62,0,3817.26,-16.99,13.221,0,15.648,-11.9577,1.72,-1421.64,3837.43,-10.412,19.542,-63.28,-2541.7,-89261.16,-10.881,6855.698,2.2464,,False
10572.86,1,4009.78,-9.9198,10.173,0,16.014,-13.1178,0.72,-1450.65,3907.83,-8.7524,12.7104,-47.2,-3052.92,-89231.58,-7.25274,6475.44,12.87,,True
9093.26,1,3153.68,-8.6183,12.948,0,13.713,-11.154,1.72,-1881.08,3718.13,-10.212,15.564,-38.493,-2983.28,-89306.02,-7.20975,7077.64,5.49,,False
9321.26,0,3863.25,-15.45,13.887,0,11.6412,-12.4977,1.72,-1686.18,3958.23,-10.278,12.6909,-41.389,-3018.36,-89177.26,-7.8684,5297.84,7.269,,False
8863.86,1,3803.927,-8.6505,10.2861,0,12.9711,-11.9181,0.72,-1603.88,3897.13,-8.1,13.7415,-37.379,-3066.3,-89235.666,-8.2101,6477.84,6.885,30.72,False
8430.6,0,3076.58,-8.9426,10.674,1,16.098,-11.1582,0.72,-1473.45,3437.73,-7.5772,20.289,-39.208,-3200.6,-89247.338,-8.7186,6858.032,4.4115,,False
8139.46,1,3773.72,-9.7722,11.0685,0,11.6166,-10.9995,1.72,-391.68,3850.23,-9.442,14.2221,-43.113,-3144.04,-89203.22,-7.35897,7785.24,3.318,25.98,False
6874.06,1,4070.98,-9.8446,11.2083,1,13.479,-13.3602,0.72,-1519.98,4104.13,-8.9538,12.55239,-40.073,-2994.64,-89290.04,-7.34199,6285.64,4.0884,,False
8418.4,1,4120.18,-9.3408,12.408,1,18.408,-11.4756,1.72,-1461.99,4251.93,-8.3202,14.5236,-42.726,-3057.68,-89232.496,-7.21578,6859.71,7.626,30.74,False
8325.5,1,3674.18,-11.338,9.2862,1,20.148,-11.4762,1.72,-1531.82,3538.33,-8.6096,14.0775,-36.037677,-3193.58,-89270.5,-9.4197,6597.64,4.683,30.2,False
9384.46,0,3255.98,-8.8606,11.2398,1,13.0767,-10.85856,0.72,-4471.68,3690.96,-11.042,14.0799,-41.133,-2825.7,-89132.26,-7.25493,6186.84,2.511,,True
7466.06,1,3718.28,-11.6,11.4009,1,11.7924,-10.86855,0.72,-4240.68,4088.53,-7.951,13.053,-42.572,-3501.7,-89255.666,-11.016,6617.84,2.7225,,True
8062.26,1,3836.21,-9.358,14.514,0,15.414,-11.9556,1.72,-1338.48,3819.33,-11.424,15.1002,-69.97,-3150.62,-89268.08,-8.5125,6786.34,4.821,29.8,False
7244.66,1,3899.88,-9.7056,10.9008,1,16.317,-12.1536,0.72,-1409.59,4244.23,-7.9958,13.2312,-39.977,-3143.44,-89316.16,-7.9146,6577.84,3.8214,,False
8529.66,1,3075.18,-8.864,11.5461,0,14.697,-13.749,1.72,-1437.67,2406.93,-7.38868,24.687,-40.174,-3091.612,-89227.94,-7.37541,6939.12,7.902,24.88,False
9351.26,0,3768.98,-16.2,10.0788,0,10.8696,-11.967,0.72,-1408.83,3639.46,-11.3,14.0346,-54.77,-2544.1,-89216.908,-9.3792,4751.04,2.2119,34.24,True
8501.74,0,3908.08,-10.1054,12.741,0,10.7373,-11.5026,1.72,-1464.27,3948.83,-8.404,22.902,-47.7,-2983.22,-89254.986,-7.150503,4147.04,4.6242,31.64,False
8388.1,1,3799.4059,-11.042,11.7984,1,14.649,-15.342,1.72,-1402.1,3791.74,-11.326,17.904,-70.33,-3014.68,-88945.9,-8.6193,7108.04,2.031,,False
11586.86,0,3629.48,-10.2166,12.717,0,15.378,-12.8937,0.72,-1480.026,3605.23,-9.44,12.7377,-40.635,-3051.98,-89274.74,-8.4732,6897.26,5.151,,False
8644.08,1,3733.55,-10.468,10.2864,1,11.5023,-12.8802,1.72,-1502.81,3696.01,-8.751,20.613,-40.97,-2011.7,-89196.74,-7.31634,7507.24,1.9884,29.84,False
8099.06,1,3746.23,-11.854,9.8355,0,15.012,-10.89987,0.72,-849.58,3538.43,-7.4058,15.111,-54.57,-3482.1,-89269.34,-9.0822,6303.84,2.418,,True
8532.7,0,2403.78,-8.6418,12.852,0,14.598,-12.4815,0.72,-1623.98,3728.519,-12.156,26.034,-48.8,-3076.04,-89204.82,-7.617,7063.44,4.4151,29.44,False
6819.46,1,4387.78,-8.7166,9.5412,1,15.246,-12.4659,1.72,-1366.58,4053.83,-8.41,13.0038,-53.78,-3118.034,-89290.6,-9.2283,6485.04,5.682,,False
8377.88,0,3787.36,-11.286,13.488,1,10.4925,-14.874,0.72,-1400.25,3846.73,-9.129,17.43,-45.058,-3115.806,-89297.64,-7.143798,10657.04,2.3223,,False
8750.06,1,3905.48,-9.8126,10.0185,1,11.6643,-13.302,0.72,-1489.316,3789.53,-8.505,17.817,-37.47,-2783.1,-88957.9,-7.1412963,5928.64,3.5448,31.66,False
8729.06,1,3834.26,-15.154,9.9171,1,11.0346,-10.8756,1.72,-3943.68,3842.13,-10.728,16.89,-40.512,-2866.1,-89238.782,-10.59,4573.04,3.8232,28.68,False
7915.66,1,3774.86,-11.896,12.594,0,10.8219,-11.8785,0.72,-1697.98,3931.33,-9.1206,15.1689,-39.452,-3163.84,-89288.8,-7.145559,4273.04,8.655,,True
7935.06,0,3718.8,-8.8708,10.1544,0,13.959,-11.064,0.72,-1447.44,4007.43,-8.0498,14.0451,-43.596,-3169.6,-89217.806,-7.5204,6420.24,4.2903,,True
8414.46,1,3433.58,-9.0052,9.6873,0,17.901,-12.3246,0.72,-1414.31,3722.33,-15.04,22.713,-47.08,-3241,-88747.1,-8.5209,6590.64,2.8335,32.84,True
8408.22,1,4157.48,-9.3026,10.8936,0,11.1387,-15.486,1.72,-1586.68,5106.93,-7.7008,15.615,-40.271,-2977.7,-89297.78,-7.20051,5047.44,3.3288,,True
8429.5,0,3560.68,-9.2314,11.8812,1,10.6269,-13.2837,1.72,-1446.42,3928.53,-7.5076,15.948,-36.06599,-3392.9,-88943.3,-8.0523,8194.84,2.0046,,False
8198.26,1,3890.5,-10.4318,14.28,1,15.822,-12.8016,0.72,-1440.05,6972.93,-7.36764,15.0747,-36.884,-2977.6,-88937.7,-7.168494,6898.34,2.0859,,False
9952.66,1,3523.08,-9.3198,12.0516,0,11.5413,-12.8274,0.72,-1750.28,3142.63,-7.6212,13.6683,-48.5,-2859.9,-88997.1,-8.1918,5323.24,2.9538,,True
9358.06,0,3992.18,-9.827,9.30936,0,19.998,-15.948,0.72,-1553.49,3871.93,-10.658,14.2032,-43.938,-2540.3,-89283.78,-7.18668,6909.72,2.8236,28.68,False
8385.44,1,4320.68,-8.62196,14.457,1,14.829,-10.85253,1.72,-1316.18,3815,-10.076,13.9644,-57.77,-2937.18,-89324.18,-7.20918,6483.84,2.4441,,False
7443.06,1,3922.98,-9.3522,10.035,0,10.5129,-11.7438,1.72,-1958.68,5772.93,-7.448,12.45387,-36.5292,-3070.52,-89237.515,-7.41636,2717.04,2.8359,,True
7799.06,0,4669.28,-8.685,10.4217,1,14.811,-19.947,1.72,-1477.999,7815.93,-7.33082,12.9726,-48.32,-3032.54,-89011.3,-7.26657,6899.64,3.3426,,False
12192.86,1,4274.58,-8.8178,10.9734,1,12.5457,-13.242,1.72,-1669.08,4238.03,-7.8054,12.6006,-72.67,-2352.1,-89306.08,-7.23339,6007.44,2.2758,,True
8930.06,0,4078.48,-9.6696,10.2381,0,10.6932,-12.1623,0.72,-1828.98,3930.03,-10.934,14.2134,-42.94,-2704.7,-89228.016,-7.18668,7765.04,2.8818,,False
8677.66,1,3684.58,-10.4386,10.4448,1,16.998,-11.2629,0.72,-1191.28,3708.93,-13.006,16.011,-44.934,-3030,-89273.62,-8.0106,6948.82,3.1665,,False
7596.46,0,3729.99,-11.688,12.1965,1,18.402,-11.868,0.72,-1860.48,3927.93,-7.9842,13.4928,-87.62,-3446.7,-89206.24,-7.36461,6522.04,2.9169,31.46,True
8449.688,1,3998.38,-9.7526,10.8186,1,19.713,-11.4552,0.72,-2193.68,4885.93,-7.9234,13.1778,-48.57,-3033.08,-89291.62,-7.37457,6952.44,4.1151,,True
8270.36,1,3653.18,-9.9436,10.6989,0,13.311,-12.2064,1.72,-1702.28,3731.888,-8.0306,12.53688,-43.404,-3143.96,-88687.3,-7.29759,6162.44,5.721,,True
8287.06,1,3745,-12.314,10.7313,0,11.307,-12.4662,1.72,-1421.11,3807.78,-10.488,20.223,-53.25,-4197.7,-89127.64,-8.7837,7717.64,2.0616,32.3,False
10702.86,0,3683.78,-11.286,9.6684,0,12.0513,-12.0759,0.72,-1637.18,3667.76,-10.798,12.6201,-36.4712,-3117.914,-89175.08,-7.32156,6139.24,3.8715,,True
8913.46,0,3805.718,-8.5824,10.8699,0,11.0466,-12.135,0.72,-2035.98,4678.63,-7.4806,15.807,-69.71,-2922.52,-89481.3,-8.6505,5816.64,3.5517,29.66,False
8349.9,1,3991.88,-11.05,11.1348,1,11.9517,-11.3949,1.72,-2388.38,4300.53,-8.8558,13.4169,-45.794,-3010.06,-89187.04,-11.724,5632.84,5.448,,True
6727.46,0,3972.48,-10.558,13.482,0,22.128,-13.2591,0.72,-1542.12,5717.93,-7.6602,12.9654,-47.16,-3073.94,-89259.78,-7.5681,6861.118,3.0408,,False
8682.26,1,3773.73,-9.9208,11.8878,0,10.5771,-12.4779,0.72,-1503.25,3818.44,-8.2328,14.5686,-45.934,-3026.42,-89240.194,-12.678,4898.84,3.8229,34.66,True
10195.06,0,3812.91,-11.354,12.891,0,12.6657,-17.283,0.72,-1509.4,4081.83,-7.5678,13.4502,-48.93,-2799.7,-88982.7,-8.4045,7273.24,3.5403,,True
8096.46,0,3702.89,-9.5354,10.86,1,14.187,-14.832,0.72,-1430.21,3766.44,-11.488,12.8961,-38.435,-3119.788,-89299.26,-7.6668,7051.64,4.5282,,False
8367.12,0,4015.88,-9.325,12.2019,0,23.325,-11.2905,1.72,-2436.78,3986.73,-9.574,13.7775,-53.95,-3081.3,-89183.08,-8.2065,6720.04,6.156,36.58,True
9137.06,0,3714.39,-10.2078,9.265377,1,13.536,-14.721,1.72,-1574.17,3764.84,-9.228,13.9971,-64.7,-3079.3,-89196.22,-7.1775,6880.54,8.502,32.32,True
9812.66,1,4091.08,-9.0712,12.765,1,11.5503,-11.0607,1.72,-2743.68,3811.51,-12.986,13.4193,-41.078,-3030.74,-89240.934,-7.22496,7222.44,8.583,,True
8935.86,0,3950.48,-9.5364,10.7808,1,10.8033,-13.1052,1.72,-1726.38,3859.13,-11.634,13.4598,-56.98,-3009.36,-89243.934,-9.8676,6135.24,4.2627,33.34,True
10425.86,0,3834.39,-12.376,16.524,0,12.1542,-13.1778,1.72,-1498.42,4425.53,-7.5964,12.8493,-36.321,-2993.24,-89278.32,-9.7293,7037.08,5.73,,False
8808.86,0,3830.71,-11.822,13.017,1,12.57,-12.1536,1.72,-1855.58,4360.83,-7.8502,15.462,-46.29,-2908.74,-89227.994,-13.782,6776.9,3.4317,,True
8535.42,1,3753.18,-14.09,9.5952,0,12.2889,-11.265,0.72,-2571.68,3763.49,-11.87,13.4007,-41.323,-3352.3,-89221.824,-7.938,6374.64,2.5593,31.72,True
8896.66,1,3168.78,-8.61626,10.0638,1,10.35219,-12.7836,0.72,-1449.98,3189.93,-7.4232,13.3122,-37.333,-3033.84,-89225.548,-12.249,-5738.96,3.5556,29.16,True
8321.62,1,3864.4,-9.2236,13.05,1,11.1834,-13.4742,1.72,-1449.92,3849.23,-9.816,12.8118,-45.412,-2973.42,-88766.3,-9.3855,7150.84,2.4663,,False
15690.86,1,3737.85,-9.4224,11.5722,1,14.796,-14.037,1.72,-1518.82,3741.797,-8.395,12.53424,-69.46,-3022.64,-89169.72,-14.505,7049.84,7.284,30.68,False
8311.86,1,4059.58,-9.5926,9.34971,1,11.1492,-13.5798,0.72,-1418.9,5563.93,-7.4288,15.0666,-49.2,-3046.5,-89299.94,-7.40883,4741.04,6.159,27.44,False
9468.86,0,3651.18,-10.4498,12.351,0,13.461,-14.121,0.72,-1539.79,2560.93,-7.6766,14.6526,-38.464,-2839.7,-89556.3,-10.149,6018.24,3.2451,,True
9021.46,0,3976.58,-9.1256,10.2087,0,10.39485,-12.7227,1.72,-1446.72,3972.93,-7.5966,14.3106,-39.303,-2945.64,-89294.74,-8.8179,1723.04,4.6449,,True
8109.46,0,3662.18,-10.0424,9.38913,0,11.4921,-13.5846,1.72,-1650.48,3782.52,-10.11,13.53,-44.326,-3180.58,-89324.48,-7.4988,5462.84,5.388,33.74,True
7640.06,1,3684.88,-10.654,11.4105,0,11.3121,-12.2781,1.72,-1688.18,5903.93,-7.34054,13.1586,-37.697,-3316.9,-89188.78,-9.5199,8035.44,3.483,,True
9547.86,1,3666.18,-10.1208,11.8713,0,16.665,-11.418,1.72,-1586.28,3274.13,-7.6024,13.8621,-38.795,-2735.1,-89188.88,-7.166475,6945.5,2.484,30.08,False
8607.2,0,3583.68,-9.8536,14.415,1,11.2806,-11.5878,1.72,-2082.38,3738.58,-12.934,21.891,-39.491,-3090.5,-89057.4,-8.7942,8296.84,7.326,34.54,True
8915.46,0,4160.28,-8.8104,9.6918,0,10.7331,-11.3277,0.72,-1475.374,3895.83,-8.677,14.8512,-40.532,-2954.58,-89216.994,-7.6197,7596.44,4.749,29.04,False
8441.838,1,3913.88,-9.5074,11.8755,1,11.1093,-13.5192,1.72,-1644.48,3954.53,-9.668,22.134,-46.15,-2707.1,-89253.768,-8.9727,6203.64,1.8492,33.2,True
8959.46,1,3660.68,-8.9222,10.437,1,10.39326,-13.0518,0.72,-1467.44,3753.51,-8.2834,14.8629,-42.871,-2889.7,-89236.199,-7.6131,10485.04,3.246,,False
8332.72,1,2661.78,-8.7764,11.6667,1,11.9556,-18.744,0.72,-1480.039,3644.17,-8.0644,16.077,-41.64,-3243.08,-89143.96,-9.2862,6998.74,4.1178,31.04,False
8189.06,0,3764.2,-10.2742,12.438,0,10.8099,-10.9911,1.72,-882.98,3750.75,-10.568,15.9,-45.542,-3273.06,-89307.76,-7.22055,2539.04,2.6496,32.66,True
8862.66,1,3021.18,-9.0088,11.5347,1,11.8872,-11.1171,1.72,-1302.08,2528.93,-7.7988,16.644,-39.638,-3005.02,-89339.54,-20.571,5274.64,3.6573,30.22,False
9126.26,0,3113.58,-8.928,11.3631,1,11.3916,-12.2937,0.72,-1329.28,3311.13,-8.3048,13.4994,-37.536,-3083.06,-89228.626,-7.7172,5314.84,4.788,32.48,True
9132.86,0,4629.68,-8.663,10.2948,1,14.424,-12.1293,1.72,-1779.38,3865.43,-10.196,14.7123,-40.445,-1866.9,-89246.778,-7.7373,6948.32,2.1138,,True
8842.06,0,3899.08,-11.03,9.672,0,11.4444,-12.3435,0.72,-1745.68,3987.53,-9.33,15.759,-37.632,-2760.1,-89767.3,-7.152183,7178.84,3.2292,30.3,True
8616.84,0,3574.78,-10.0852,12.669,0,10.9914,-15.909,0.72,-1470.13,3552.43,-9.272,20.019,-59.09,-2998.44,-89221.674,-7.9926,6883.38,2.5614,,False
13280.86,0,2972.68,-8.704,11.4543,0,15.057,-11.172,0.72,-2383.88,3496.33,-7.7438,12.54915,-50.55,-3067.18,-89459.1,-7.1412663,6474.24,6.348,,True
8532.34,0,3470.78,-8.7324,10.1349,1,12.0075,-13.749,0.72,-1411.43,3811.06,-7.946,14.2518,-37.937,-3096.072,-89252.22,-9.5808,7014.74,9.291,,False
10342.66,0,3746.53,-11.57,10.3734,0,11.6634,-17.829,1.72,-1526.97,3583.43,-7.9164,13.0206,-84.89,-2964.28,-89180.2,-7.4763,6030.24,3.4038,31.54,True
7262.26,1,3786.13,-14.166,16.395,0,14.289,-13.1913,0.72,-1412.42,3826.01,-8.4478,12.9225,-73.85,-3143.12,-89223.05,-9.0183,6504.04,5.349,34.2,True
10558.86,1,3758.46,-12.598,12.48,1,16.605,-15.012,1.72,-1529.5,3742.607,-10.2,12.8277,-39.964,-2976.46,-89247.122,-10.866,6974.94,3.0696,30.8,True
8367.3,0,6289.78,-8.64242,11.4864,0,13.182,-11.1591,1.72,-1471.41,7084.93,-7.4854,19.656,-50.19,-2724.7,-89246.552,-7.21956,7341.24,2.3895,25.16,False
8558.92,0,3935.48,-10.3844,11.5221,0,13.482,-11.6157,0.72,-1491.169,3854.23,-10.55,25.365,-43.302,-2546.3,-89133.7,-7.143186,7116.64,2.7792,,False
8850.26,0,3920.68,-9.9856,12.582,0,17.469,-14.337,1.72,-1449.28,4568.73,-7.3161,15.369,-38.749,-3023.12,-89219.588,-10.446,6604.44,8.514,,True
8511.3,0,3989.58,-10.682,10.4859,0,10.7808,-11.6103,0.72,-1671.58,4346.93,-8.2484,15.564,-55.3,-2812.3,-89227.036,-7.35345,3959.04,3.2082,,True
8525.06,1,3882.87,-10.734,10.3863,1,17.661,-11.0226,0.72,-3129.68,4909.93,-7.7174,19.665,-39.062,-2680.7,-89347.7,-13.479,6840.756,2.2926,30.02,True
8457.034,0,3968.28,-9.28,11.187,1,10.3341,-12.4686,1.72,-1433.48,3897.73,-9.356,14.5107,-48.89,-3044.82,-89330.78,-15.39,5507.64,5.007,30.68,False
